timestamp,,,,dailypower,gridstatus,power,rpm,systemstatus,totpower,turbinestatus,volts,wind
1427880341,1427880341.341,4/1/2015,9:25:41 AM,205.49917799999994,0000,49,115,0100,698431,0000,99.2,3
1427880848,1427880848.848,4/1/2015,9:34:09 AM,208.54083249999994,0000,110,131,0100,698450,0000,112,4
1427881027,1427881027.027,4/1/2015,9:37:07 AM,209.59082829999994,0000,126,135,0100,698457,0000,115.3,4
1427881352,1427881352.352,4/1/2015,9:42:32 AM,211.35748789999994,0000,102,130,0100,698467,0000,111.1,4
1427881533,1427881533.533,4/1/2015,9:45:34 AM,211.94915219999993,0000,71,121,0100,698470,0000,103.4,4
1427881687,1427881687.687,4/1/2015,9:48:08 AM,213.06581439999994,0000,134,138,0100,698474,0000,117.8,4
1427881824,1427881824.824,4/1/2015,9:50:25 AM,213.90747769999993,0000,101,129,0100,698476,0000,111.4,4
1427881957,1427881957.957,4/1/2015,9:52:38 AM,214.71580779999994,0000,97,128,0100,698480,0000,110.1,4
1427882089,1427882089.089,4/1/2015,9:54:49 AM,215.10747289999995,0000,47,112,0100,698483,0000,97.5,3
1427882222,1427882222.222,4/1/2015,9:57:02 AM,215.57413769999994,0000,56,116,0100,698485,0000,99.9,3
1427882377,1427882377.377,4/1/2015,9:59:37 AM,216.34913459999993,0000,93,128,0100,698489,0000,110.2,4
1427882869,1427882869.869,4/1/2015,10:07:50 AM,218.13246079999993,0000,43,111,0100,698497,0000,96.5,3
1427883365,1427883365.365,4/1/2015,10:16:05 AM,220.56578439999993,0000,39,111,0100,698511,0000,96.5,3
1427883496,1427883496.496,4/1/2015,10:18:16 AM,220.98244939999992,0000,50,114,0100,698513,0000,99.3,3
1427883624,1427883624.624,4/1/2015,10:20:25 AM,221.34078129999992,0000,43,111,0100,698515,0000,96.6,3
1427883760,1427883760.760,4/1/2015,10:22:41 AM,221.90744569999993,0000,68,119,0100,698518,0000,102.2,4
1427883903,1427883903.903,4/1/2015,10:25:04 AM,222.95744149999993,0000,126,135,0100,698523,0000,115.9,4
1427884032,1427884032.032,4/1/2015,10:27:12 AM,223.97410409999992,0000,122,135,0100,698528,0000,116.5,4
1427884168,1427884168.168,4/1/2015,10:29:28 AM,226.29076149999992,0000,278,171,0100,698535,0000,143.2,5
1427884300,1427884300.300,4/1/2015,10:31:40 AM,227.8574218999999,0000,188,150,0100,698542,0000,126.9,5
1427884430,1427884430.430,4/1/2015,10:33:50 AM,229.8574138999999,0000,240,163,0100,698550,0000,136.6,5
1427884766,1427884766.766,4/1/2015,10:39:27 AM,233.3323999999999,0000,173,147,0100,698566,0000,125.5,5
1427885078,1427885078.078,4/1/2015,10:44:38 AM,236.9907186999999,0000,200,153,0100,698581,0000,130.3,5
1427885391,1427885391.391,4/1/2015,10:49:51 AM,239.42404229999988,0000,137,138,0100,698601,0000,118.2,4
1427885523,1427885523.523,4/1/2015,10:52:04 AM,241.6323667999999,0000,265,169,0100,698610,0000,142,5
1427885653,1427885653.653,4/1/2015,10:54:14 AM,245.0656863999999,0000,412,194,0100,698622,0000,163.9,6
1427885833,1427885833.833,4/1/2015,10:57:14 AM,247.2906774999999,0000,267,170,0100,698636,0000,143.5,5
1427886686,1427886686.686,4/1/2015,11:11:27 AM,254.5489817999999,0000,173,147,0100,698685,0000,126,5
1427886995,1427886995.995,4/1/2015,11:16:36 AM,257.37397049999987,0000,207,156,0100,698706,0000,132.3,5
1427887124,1427887124.124,4/1/2015,11:18:44 AM,258.79896479999985,0000,171,147,0100,698715,0000,126.3,4
1427887254,1427887254.254,4/1/2015,11:20:54 AM,260.89062309999986,0000,251,165,0100,698725,0000,141,5
1427887568,1427887568.568,4/1/2015,11:26:09 AM,267.9155949999999,0000,530,210,0100,698757,0000,174.9,6
1427887699,1427887699.699,4/1/2015,11:28:20 AM,272.87390849999986,0000,595,217,0100,698774,0000,179.4,7
1427888192,1427888192.192,4/1/2015,11:36:32 AM,280.6155441999998,0000,128,136,0100,698822,0000,116.4,4
1427888323,1427888323.323,4/1/2015,11:38:43 AM,281.1155421999998,0000,60,117,0100,698826,0000,101.1,3
1427888454,1427888454.454,4/1/2015,11:40:54 AM,281.4405408999998,0000,39,109,0100,698829,0000,94.8,3
1427888596,1427888596.596,4/1/2015,11:43:17 AM,281.4405408999998,0000,0,82,0100,698830,0008,72.3,2
1427888919,1427888919.919,4/1/2015,11:48:40 AM,281.4405408999998,1000,0,85,0000,698830,0001,78.9,2
1427889051,1427889051.051,4/1/2015,11:50:51 AM,281.5488737999998,0000,13,99,0100,698830,0000,87.4,3
1427889204,1427889204.204,4/1/2015,11:53:24 AM,281.6238734999998,0000,9,93,0100,698831,0000,82,3
1427889335,1427889335.335,4/1/2015,11:55:35 AM,282.07387169999976,0000,54,118,0100,698832,0000,101.8,3
1427889467,1427889467.467,4/1/2015,11:57:47 AM,282.2405376999998,0000,20,103,0100,698835,0000,88.7,3
1427890320,1427890320.320,4/1/2015,12:12:00 PM,283.28220019999975,0000,-5,70,0000,698841,0001,66.7,2
1427890451,1427890451.451,4/1/2015,12:14:11 PM,283.2322003999997,0000,-6,69,0000,698841,0001,69.6,2
1427890580,1427890580.580,4/1/2015,12:16:21 PM,283.1822005999997,0000,-6,78,0000,698841,0001,73.1,2
1427890710,1427890710.710,4/1/2015,12:18:31 PM,283.1905338999997,0000,1,83,0100,698841,0008,74,2
1427890840,1427890840.840,4/1/2015,12:20:41 PM,283.2072004999997,0000,2,94,0100,698841,0008,83.8,3
1427891151,1427891151.151,4/1/2015,12:25:51 PM,283.1572006999997,0000,-6,107,0000,698841,0001,100.8,3
1427891282,1427891282.282,4/1/2015,12:28:02 PM,283.1655339999997,0000,1,81,0100,698841,0000,71.1,2
1427891596,1427891596.596,4/1/2015,12:33:17 PM,283.07386769999965,0000,-5,69,0000,698841,0001,64.5,2
1427891958,1427891958.958,4/1/2015,12:39:19 PM,282.9738680999996,0000,-6,0,0000,698841,0001,29,0
1427892268,1427892268.268,4/1/2015,12:44:28 PM,282.88220179999956,0000,-6,0,0000,698840,0001,25.2,0
1427892411,1427892411.411,4/1/2015,12:46:51 PM,282.83220199999954,0000,-6,0,0000,698840,0001,25.2,0
1427892722,1427892722.722,4/1/2015,12:52:03 PM,282.7322023999995,0000,-6,0,0000,698840,0001,25.2,0
1427892877,1427892877.877,4/1/2015,12:54:38 PM,282.68220259999947,0000,-6,0,0000,698839,0001,25.2,0
1427893032,1427893032.032,4/1/2015,12:57:12 PM,282.63220279999945,0000,-6,0,0000,698839,0001,25.2,0
1427893162,1427893162.162,4/1/2015,12:59:22 PM,282.5738696999994,0000,-7,0,0000,698839,0001,25.2,0
1427893292,1427893292.292,4/1/2015,1:01:32 PM,282.5238698999994,0000,-6,0,0000,698839,0001,25.2,0
1427893603,1427893603.603,4/1/2015,1:06:44 PM,282.42387029999935,0000,-6,0,0000,698838,0001,25.2,0
1427893736,1427893736.736,4/1/2015,1:08:57 PM,282.38220379999933,0000,-5,0,0000,698838,0001,25.2,0
1427894227,1427894227.227,4/1/2015,1:17:07 PM,282.24053769999927,0000,-6,0,0000,698838,0001,25.2,0
1427894356,1427894356.356,4/1/2015,1:19:16 PM,282.19053789999924,0000,-6,0,0000,698837,0001,25.2,0
1427894498,1427894498.498,4/1/2015,1:21:38 PM,282.1322047999992,0000,-7,0,0000,698837,0001,25.2,0
1427894809,1427894809.809,4/1/2015,1:26:50 PM,282.0405384999992,0000,-5,0,0000,698837,0001,25.2,0
1427894943,1427894943.943,4/1/2015,1:29:04 PM,281.99053869999915,0000,-6,0,0000,698837,0001,25.2,0
1427895257,1427895257.257,4/1/2015,1:34:17 PM,281.8988723999991,0000,-6,0,0000,698836,0001,25.2,0
1427895386,1427895386.386,4/1/2015,1:36:26 PM,281.8488725999991,0000,-6,0,0000,698836,0001,25.2,0
1427895516,1427895516.516,4/1/2015,1:38:37 PM,281.80720609999906,0000,-5,0,0000,698836,0001,25.2,0
1427895646,1427895646.646,4/1/2015,1:40:47 PM,281.76553959999904,0000,-5,0,0000,698836,0001,25.2,0
1427895775,1427895775.775,4/1/2015,1:42:56 PM,281.7155398,0000,-6,0,0000,698835,0001,25.2,0
1427895906,1427895906.906,4/1/2015,1:45:07 PM,281.6738733,0000,-5,0,0000,698835,0001,25.2,0
1427896048,1427896048.048,4/1/2015,1:47:28 PM,281.6238735,0000,-6,0,0000,698835,0001,25.2,0
1427896190,1427896190.190,4/1/2015,1:49:50 PM,281.57387369999896,0000,-6,0,0000,698835,0001,25.2,0
1427896333,1427896333.333,4/1/2015,1:52:13 PM,281.52387389999893,0000,-6,0,0000,698835,0001,25.2,0
1427896837,1427896837.837,4/1/2015,2:00:38 PM,281.37387449999886,0000,-6,0,0000,698834,0001,25.2,0
1427897890,1427897890.890,4/1/2015,2:18:11 PM,290.5988375999989,0000,90,129,0100,698887,0000,111,4
1427898388,1427898388.388,4/1/2015,2:26:28 PM,295.8654831999989,0000,266,177,0100,698914,0000,151.1,5
1427898521,1427898521.521,4/1/2015,2:28:42 PM,299.23213639999886,0000,404,201,0100,698927,0000,169.3,6
1427898650,1427898650.650,4/1/2015,2:30:51 PM,300.8571298999989,0000,195,159,0100,698939,0000,137.1,5
1427898780,1427898780.780,4/1/2015,2:33:01 PM,302.39045709999886,0000,184,156,0100,698948,0000,133.5,4
1427898912,1427898912.912,4/1/2015,2:35:13 PM,304.59878159999886,0000,265,176,0100,698956,0000,149.5,5
1427899042,1427899042.042,4/1/2015,2:37:22 PM,305.94044289999886,0000,161,151,0100,698966,0000,129,4
1427899172,1427899172.172,4/1/2015,2:39:32 PM,310.24042569999887,0000,516,217,0100,698978,0000,182.8,6
1427899303,1427899303.303,4/1/2015,2:41:43 PM,313.3237466999989,0000,370,196,0100,698990,0000,164.2,6
1427899432,1427899432.432,4/1/2015,2:43:52 PM,316.1237354999989,0000,336,191,0100,699008,0000,162.8,5
1427899568,1427899568.568,4/1/2015,2:46:09 PM,323.77370489999885,0000,918,264,0100,699032,0000,218.2,7
1427899699,1427899699.699,4/1/2015,2:48:20 PM,333.64033209999883,0000,1184,292,0100,699069,0000,238.9,8
1427899828,1427899828.828,4/1/2015,2:50:29 PM,343.93195759999884,0000,1235,288,0100,699108,0000,234.2,9
1427899963,1427899963.963,4/1/2015,2:52:44 PM,353.0735876999988,0000,1097,278,0100,699144,0000,228.2,8
1427900457,1427900457.457,4/1/2015,3:00:57 PM,394.79842079999884,0000,1246,284,0100,699387,0000,228.3,8
1427900767,1427900767.767,4/1/2015,3:06:08 PM,410.4233582999988,0000,896,252,0100,699473,0000,203.9,8
1427901075,1427901075.075,4/1/2015,3:11:15 PM,416.4983339999988,0000,419,195,0100,699520,0000,162.8,6
1427901206,1427901206.206,4/1/2015,3:13:26 PM,421.2649815999988,0000,572,216,0100,699539,0000,178,6
1427901568,1427901568.568,4/1/2015,3:19:29 PM,429.28161619999884,0000,486,205,0100,699585,0000,169.9,6
1427901880,1427901880.880,4/1/2015,3:24:41 PM,436.9399188999988,0000,524,210,0100,699618,0000,173.6,6
1427902554,1427902554.554,4/1/2015,3:35:55 PM,445.06488639999884,0000,320,180,0100,699666,0000,149.8,5
1427902870,1427902870.870,4/1/2015,3:41:11 PM,450.67319729999883,0000,396,193,0100,699694,0000,163,6
1427903000,1427903000.000,4/1/2015,3:43:20 PM,454.3148493999988,0000,437,198,0100,699707,0000,164,6
1427903336,1427903336.336,4/1/2015,3:48:56 PM,457.9565014999988,0000,192,152,0100,699744,0000,127.7,5
1427903466,1427903466.466,4/1/2015,3:51:06 PM,460.9564894999988,0000,360,187,0100,699760,0000,156.3,6
1427903600,1427903600.600,4/1/2015,3:53:21 PM,463.62314549999877,0000,320,180,0100,699771,0000,151.5,5
1427903742,1427903742.742,4/1/2015,3:55:43 PM,467.3314639999988,0000,445,199,0100,699796,0000,165.3,6
1427903873,1427903873.873,4/1/2015,3:57:54 PM,469.6231214999988,0000,275,170,0100,699816,0000,142.8,5
1427904188,1427904188.188,4/1/2015,4:03:08 PM,483.28973349999876,0000,757,235,0100,699875,0000,192.1,8
1427904320,1427904320.320,4/1/2015,4:05:20 PM,487.3813837999988,0000,491,206,0100,699892,0000,171,6
1427904451,1427904451.451,4/1/2015,4:07:31 PM,489.54804179999877,0000,260,168,0100,699914,0000,140,5
1427904583,1427904583.583,4/1/2015,4:09:44 PM,495.03135319999876,0000,658,234,0100,699929,0000,192.3,7
1427904728,1427904728.728,4/1/2015,4:12:09 PM,500.38966509999875,0000,643,233,0100,699959,0000,192.5,7
1427905246,1427905246.246,4/1/2015,4:20:46 PM,517.6562626999987,0000,1033,277,0100,700056,0000,224.5,8
1427905378,1427905378.378,4/1/2015,4:22:58 PM,520.8229166999987,0000,380,197,0100,700081,0000,163,6
1427905715,1427905715.715,4/1/2015,4:28:36 PM,526.2145617999987,0000,353,193,0100,700113,0000,162.6,6
1427905847,1427905847.847,4/1/2015,4:30:48 PM,530.5062112999987,0000,515,218,0100,700128,0000,180.9,6
1427907066,1427907066.066,4/1/2015,4:51:06 PM,564.1310767999986,0000,882,251,0100,700372,0000,202.9,8
1427907738,1427907738.738,4/1/2015,5:02:19 PM,592.2642975999986,0000,510,209,0100,700556,0000,172.5,6
1427908413,1427908413.413,4/1/2015,5:13:33 PM,638.7974447999986,0000,957,264,0100,700799,0000,212.1,8
1427908544,1427908544.544,4/1/2015,5:15:45 PM,651.6057268999987,0000,1537,312,0100,700853,0000,247.5,9
1427908675,1427908675.675,4/1/2015,5:17:56 PM,662.3723504999987,0000,1292,295,0100,700897,0000,237,8
1427908985,1427908985.985,4/1/2015,5:23:06 PM,687.8472485999987,0000,1382,301,0100,701020,0000,238.2,9
1427909140,1427909140.140,4/1/2015,5:25:40 PM,698.6972051999987,0000,1302,295,0100,701086,0000,234.3,9
1427909282,1427909282.282,4/1/2015,5:28:02 PM,709.9138269999987,0000,1346,298,0100,701133,0000,236.7,9
1427909463,1427909463.463,4/1/2015,5:31:03 PM,717.7304623999987,0000,938,267,0100,701195,0000,216.1,8
1427909606,1427909606.606,4/1/2015,5:33:27 PM,727.7804221999987,0000,1206,282,0100,701258,0000,225.2,9
1427909761,1427909761.761,4/1/2015,5:36:02 PM,734.0053972999988,0000,747,236,0100,701317,0000,191.2,7
1427909916,1427909916.916,4/1/2015,5:38:37 PM,741.5553670999988,0000,906,260,0100,701370,0000,208.6,8
1427910589,1427910589.589,4/1/2015,5:49:50 PM,773.6969051999988,0000,890,259,0100,701564,0000,209.2,8
1427910732,1427910732.732,4/1/2015,5:52:13 PM,778.4968859999988,0000,576,222,0100,701601,0000,181.9,6
1427910862,1427910862.862,4/1/2015,5:54:23 PM,783.6718652999988,0000,621,228,0100,701620,0000,186.5,7
1427911355,1427911355.355,4/1/2015,6:02:35 PM,791.3885010999987,0000,400,196,0100,701668,0000,162.2,6
1427911535,1427911535.535,4/1/2015,6:05:36 PM,797.4134769999987,0000,723,242,0100,701709,0000,198,7
1427911667,1427911667.667,4/1/2015,6:07:48 PM,805.6051108999986,0000,983,268,0100,701747,0000,216.1,8
1427911980,1427911980.980,4/1/2015,6:13:01 PM,823.4133729999986,0000,1359,299,0100,701811,0000,238.8,9
1427912114,1427912114.114,4/1/2015,6:15:14 PM,829.2550162999986,0000,701,237,0100,701853,0000,193.4,7
1427912246,1427912246.246,4/1/2015,6:17:26 PM,834.6549946999986,0000,648,232,0100,701891,0000,190,6
1427912743,1427912743.743,4/1/2015,6:25:44 PM,854.4549154999986,0000,19,114,0100,702079,0008,98,3
1427912878,1427912878.878,4/1/2015,6:27:59 PM,865.0715396999987,0000,1274,293,0100,702136,0000,231.9,9
1427913011,1427913011.011,4/1/2015,6:30:11 PM,872.5465097999986,0000,897,253,0100,702187,0000,200.7,8
1427913140,1427913140.140,4/1/2015,6:32:20 PM,877.1881578999986,0000,557,217,0100,702219,0000,175.4,7
1427913454,1427913454.454,4/1/2015,6:37:34 PM,897.7214090999986,0000,1000,270,0100,702355,0000,215.5,8
1427913597,1427913597.597,4/1/2015,6:39:58 PM,910.5130245999986,0000,1535,312,0100,702425,0000,243.7,9
1427913908,1427913908.908,4/1/2015,6:45:09 PM,934.9795933999986,0000,1144,283,0100,702566,0000,221.9,8
1427914037,1427914037.037,4/1/2015,6:47:17 PM,942.8128953999986,0000,940,266,0100,702605,0000,212.4,8
1427914170,1427914170.170,4/1/2015,6:49:30 PM,950.3045320999986,0000,899,260,0100,702644,0000,208.4,8
1427914300,1427914300.300,4/1/2015,6:51:40 PM,965.8961363999986,0000,1871,331,0100,702692,0100,256.7,10
1427914480,1427914480.480,4/1/2015,6:54:40 PM,975.9877626999986,0000,1211,289,0100,702760,0000,227,9
1427914612,1427914612.612,4/1/2015,6:56:53 PM,988.1960471999986,0000,1465,307,0100,702811,0000,241.5,9
1427914745,1427914745.745,4/1/2015,6:59:06 PM,1003.1543206999986,0000,1795,320,0100,702868,0100,245.1,10
1427915238,1427915238.238,4/1/2015,7:07:18 PM,1030.2542122999985,0000,1205,289,0100,703069,0000,228,9
1427915371,1427915371.371,4/1/2015,7:09:31 PM,1047.4541434999985,0000,2064,332,0100,703124,0100,251.3,10
1427915696,1427915696.696,4/1/2015,7:14:57 PM,1060.4540914999984,0000,1524,310,0100,703263,0000,241.4,9
1427916189,1427916189.189,4/1/2015,7:23:09 PM,1098.6372720999984,0000,1988,332,0100,703488,0100,252.5,10
1427916319,1427916319.319,4/1/2015,7:25:19 PM,1115.0205398999983,0000,1966,318,0100,703567,0100,237.9,11
1427916457,1427916457.457,4/1/2015,7:27:37 PM,1123.7288383999983,0000,1045,276,0100,703624,0000,216.4,8
1427916587,1427916587.587,4/1/2015,7:29:48 PM,1125.1038328999982,0000,165,113,0100,703691,0120,89.4,16
1427916723,1427916723.723,4/1/2015,7:32:04 PM,1140.6454373999982,0000,1865,324,0100,703735,0100,244.8,10
1427916855,1427916855.855,4/1/2015,7:34:16 PM,1160.1036928999981,0000,2335,324,0100,703804,0100,236.5,12
1427916988,1427916988.988,4/1/2015,7:36:29 PM,1171.0369824999982,0000,1312,297,0100,703876,0000,230.4,9
1427917299,1427917299.299,4/1/2015,7:41:39 PM,1182.9036016999983,0000,1374,302,0100,704010,0000,234.2,9
1427917431,1427917431.431,4/1/2015,7:43:51 PM,1199.3702024999982,0000,1976,330,0100,704076,0100,249.2,10
1427917563,1427917563.563,4/1/2015,7:46:04 PM,1220.3617851999982,0000,2519,325,0100,704150,0500,231.8,12
1427917873,1427917873.873,4/1/2015,7:51:14 PM,1259.8699604999981,0000,2052,332,0100,704331,0100,246.4,11
1427918016,1427918016.016,4/1/2015,7:53:36 PM,1269.911586999998,0000,1205,282,0100,704416,0000,216.1,9
1427918327,1427918327.327,4/1/2015,7:58:47 PM,1288.419846299998,0000,1531,306,0100,704587,0000,231.4,9
1427918844,1427918844.844,4/1/2015,8:07:25 PM,1340.019639899998,0000,1991,332,0100,704877,0100,248.9,10
1427919363,1427919363.363,4/1/2015,8:16:03 PM,1399.7610675999981,0000,1848,333,0100,705164,0100,251.9,10
1427920036,1427920036.036,4/1/2015,8:27:16 PM,1482.0524050999982,0000,1891,302,0100,705558,0100,216.8,13
1427920172,1427920172.172,4/1/2015,8:29:32 PM,1501.1356620999982,0000,2290,323,0100,705645,0100,230.7,11
1427920302,1427920302.302,4/1/2015,8:31:42 PM,1525.0272331999981,0000,2867,324,0100,705726,0500,214.9,13
1427920444,1427920444.444,4/1/2015,8:34:04 PM,1535.0105265999982,0000,1198,289,0100,705810,0000,220.5,8
1427920576,1427920576.576,4/1/2015,8:36:17 PM,1553.3437865999983,0000,2200,306,0100,705889,0100,212.4,14
1427920707,1427920707.707,4/1/2015,8:38:28 PM,1573.2187070999983,0000,2385,323,0100,705952,0500,227.1,12
1427921740,1427921740.740,4/1/2015,8:55:41 PM,1696.7098797999984,0000,2460,304,2100,706590,0500,202.5,15
1427922234,1427922234.234,4/1/2015,9:03:54 PM,1755.3013120999983,0000,2674,313,0100,706888,0500,204.4,14
